項目物理名,項目論理名,ドメイン物理名,ドメイン論理名,データ型,全体桁数,小数桁数,コンディション物理名,コンディション論理名,備考,登録担当者,登録日付,更新担当者,更新時間
"KAISYU_YOTEI_BI_FROM","回収_予定_日_ＦＲＯＭ","","","X","8","0","","","","fsol10","2011/01/11 11:11:11","fsol10","2011/01/11 11:11:11"
"KAISYU_YOTEI_BI_TO","回収_予定_日_ＴＯ","","","X","8","0","","","","fsol10","2011/01/11 11:11:37","fsol10","2011/01/11 11:11:37"
"KAISYU_YOTEI_KIN12","回収_予定_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KAISYU_ZISSEKI_TORIKOMI_KBN","回収_実績_取込_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KAISYU_ZYOUKEN","回収_条件","","","N","14","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/12/01 14:57:20"
"KAIYAKU_KAKUTEI_KBN","解約_確定_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KAIYAKU_RIYU","解約_理由","","","X","40","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KAIYAKU_RIYU_CD","解約_理由_コード","","","X","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KAKAKU_YMD_1","価格_年月日_１","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KAKAKU_YMD_2","価格_年月日_２","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KAKUNIN","確認","","","F","0","0","","","","lpa00","2008/07/10 10:46:22","lpa00","2008/07/11 12:23:47"
"KAKUTEI","確定","","","F","0","0","","","","sis01","2008/05/12 15:17:31","sis01","2008/05/12 15:17:31"
"KAKUTEI_GOUKEI_KINGAKU","確定_合計_金額","","","9","10","0","","","大同薬品工業","fsol20","2009/02/04 17:26:31","fsol20","2009/02/04 17:26:31"
"KAKUTEI_KBN","確定_区分","","","X","1","0","","","大同薬品工業","fsol20","2009/02/05 16:04:31","fsol20","2009/04/09 21:12:56"
"KAMOKU_BUNRUI_KBN","科目_分類_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KAMOKU_CD","科目_コード","","","X","5","0","","","大同薬品工業","fsol20","2009/02/03 13:57:56","fsol20","2009/02/03 13:58:44"
"KAMOKU_KBN","科目_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KAMOKU_NM","科目_名称","","","N","20","0","","","大同薬品工業","fsol20","2009/02/03 13:59:19","fsol20","2009/02/24 18:54:02"
"KAMOKU_TAISYAKU_KBN","科目_貸借_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KAMOKU_TAN_NM","科目_短_名称","","","N","16","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KAMOKU_TYOU_NM","科目_長_名称","","","N","64","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KANRI_BUSYO","管理_部署","","","N","21","0","","","","sis05","2008/07/01 11:08:36","sis05","2008/07/01 11:08:36"
"KANRI_BUSYO_CD","管理_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","sis01","2008/04/25 12:14:24","wt02","2009/11/09 17:01:50"
"KANRI_BUSYO_KAISYA_CD","管理_部署_会社_コード","KAISYA_CD","会社コード","X","4","0","","","","base01","2008/11/19 11:16:28","wt02","2009/10/30 11:41:39"
"KANRI_BUSYO_NM","管理_部署_名称","","","N","15","0","","","","sis01","2008/04/25 12:14:24","sis01","2008/04/25 12:14:24"
"KANRI_BUSYO_NM_RYAKU","管理_部署_名称_略","","","N","20","0","","","","lpa01","2008/06/02 16:31:29","lpa01","2008/06/02 16:31:29"
"KANRI_BUSYO_OUT_NO","管理_部署_出力_番号","","","X","7","0","","","","fsol12","2010/12/16 09:58:47","fsol12","2010/12/16 09:58:47"
"KANRI_BUSYO_TEL_NO","管理_部署_電話_番号","","","X","20","0","","","","fsol05","2010/12/27 10:38:07","fsol05","2010/12/27 10:38:07"
"KANRI_HYOU_BIKOU","管理_票_備考","","","N","40","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRI_HYOU_NO","管理_票_番号","","","X","7","0","","","","sis01","2008/04/25 12:14:24","sis01","2008/04/25 12:14:24"
"KANRI_HYOU_NO_END","管理_票_番号_終了","","","X","7","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRI_HYOU_NO_START","管理_票_番号_開始","","","X","7","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRI_KAISYA_CD","管理_会社_コード","","","X","4","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_BI","完了_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_KAKUNIN_BI","完了_確認_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_KAKUNIN_KBN","完了_確認_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_SYURI_IRAISYO_NO","完了_修理_依頼書_番号","","","X","11","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_YOTEI_BI","完了_予定_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_ETC_IRAI_ZIKOU","完了_時_その他_依頼_事項","","","N","60","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_ETC_RENRAKU_ZIKOU","完了_時_その他_連絡_事項","","","N","100","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_1","完了_時_付帯_区分_１","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_2","完了_時_付帯_区分_２","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_3","完了_時_付帯_区分_３","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_4","完了_時_付帯_区分_４","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_5","完了_時_付帯_区分_５","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_KBN_6","完了_時_付帯_区分_６","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_1","完了_時_付帯_名称_１","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_2","完了_時_付帯_名称_２","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_3","完了_時_付帯_名称_３","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_4","完了_時_付帯_名称_４","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_5","完了_時_付帯_名称_５","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAI_NM_6","完了_時_付帯_名称_６","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_HUTAN_KBN","完了_時_負担_区分","","","X","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_KANRI_HYOU_NO","完了_時_管理_票_番号","","","X","7","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_KIBAN","完了_時_機番","","","X","15","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_KISYU","完了_時_機種","","","X","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_SEIBI_NAIYOU_KBN","完了_時_整備_内容_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_SEIBI_NAIYOU_KBN_NM","完了_時_整備_内容_区分_名称","","","N","40","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"KANRYOU_ZI_SEIBI_NAIYOU_NM","完了_時_整備_内容_名称","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_SYURI_KBN","完了_時_修理_区分","","","X","2","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_SYURI_KBN_NM","完了_時_修理_区分_名称","","","N","40","0","","","","fsol05","2009/04/16 19:44:10","fsol05","2009/04/16 19:44:10"
"KANRYOU_ZI_TOK_MARK_KBN","完了_時_得意先_マーキング_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_TOSOU_KBN","完了_時_塗装_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZI_TOSOU_NM","完了_時_塗装_名称","","","N","20","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KANRYOU_ZIKOKU","完了_時刻","","","X","4","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KARA","～","","","N","2","0","","","","lpa00","2009/01/09 13:18:33","lpa00","2009/01/09 13:18:33"
"KARI_KEIZYOU_KBN","仮_計上_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:39","fsol05","2010/10/07 19:23:39"
"KARI_SAIBAN_KBN","仮_採番_区分","","","X","1","0","","","","fsol05","2009/03/19 15:26:16","fsol05","2009/03/19 15:26:16"
"KARIBARAI_HIDUKE","仮払_日付","","","X","8","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KARIBARAI_SAKI_SYAIN_CD","仮払_先_社員_コード","","","X","7","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KARIBARAI_SAKI_SYAIN_NM","仮払_先_社員_名称","","","N","30","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KARIKATA_KAMOKU_CD","借方_科目_コード","","","X","5","0","","","大同薬品工業","fsol20","2009/02/12 19:12:24","fsol20","2009/02/12 19:12:24"
"KARIKATA_KAMOKU_NM","借方_科目_名称","","","N","20","0","","","大同薬品工業","fsol20","2009/02/12 19:12:54","fsol20","2009/02/21 11:07:01"
"KARIKATA_KAMOKU_TAN_NM","借方_科目_短_名称","","","N","16","0","","","","fsol07","2011/01/25 20:06:14","fsol07","2011/01/25 20:06:14"
"KARIKATA_KEIZYOU_BUSYO_CD","借方_計上_部署_コード","","","X","5","0","","","","fsol07","2011/01/26 17:09:54","fsol07","2011/01/26 17:09:54"
"KARIKATA_KEIZYOU_KAISYA_CD","借方_計上_会社_コード","","","X","4","0","","","","fsol07","2011/01/26 17:11:38","fsol07","2011/01/26 17:11:38"
"KARIKATA_KEIZYOU_KEIRI_CD","借方_計上_経理_コード","","","X","5","0","","","","fsol07","2011/01/26 17:13:43","fsol07","2011/01/26 17:13:43"
"KARIKATA_SAIMOKU_CD","借方_細目_コード","","","X","2","0","","","大同薬品工業","fsol20","2009/02/12 19:13:20","fsol20","2009/02/12 19:13:20"
"KARIKATA_SAIMOKU_NM","借方_細目_名称","","","N","20","0","","","大同薬品工業","fsol20","2009/02/12 19:13:50","fsol20","2009/02/21 11:07:16"
"KARIKATA_SAIMOKU_TAN_NM","借方_細目_短_名称","","","N","16","0","","","","fsol07","2011/01/25 20:09:11","fsol07","2011/01/25 20:09:11"
"KARIKATA_SIKIN_CD","借方_資金_コード","","","X","6","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KARIKATA_TAX_KAMOKU_CD","借方_消費税_科目_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KARIKATA_TAX_KBN","借方_消費税_区分","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KARIKEIZYOU_YMD","仮計上_年月日","YYYYMMDD","年月日8","X","8","0","","","","base01","2008/12/05 10:53:47","wt02","2009/10/30 11:42:21"
"KASIDAORE_HURIKAE_KIN12_1","貸倒_振替_金額12_１","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIDAORE_HURIKAE_KIN12_2","貸倒_振替_金額12_２","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIDAORE_KIN12","貸倒_金額12","","","9","12","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIDAORE_TOUROKU_KBN","貸倒_登録_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIKATA_KAMOKU_CD","貸方_科目_コード","","","X","5","0","","","","fsol07","2011/01/18 22:13:17","fsol07","2011/01/18 22:13:17"
"KASIKATA_KAMOKU_TAN_NM","貸方_科目_短_名称","","","N","16","0","","","","fsol07","2011/01/25 20:07:00","fsol07","2011/01/25 20:07:00"
"KASIKATA_KEIZYOU_BUSYO_CD","貸方_計上_部署_コード","","","X","5","0","","","","fsol07","2011/01/26 17:10:55","fsol07","2011/01/26 17:10:55"
"KASIKATA_KEIZYOU_KAISYA_CD","貸方_計上_会社_コード","","","X","4","0","","","","fsol07","2011/01/26 17:12:28","fsol07","2011/01/26 17:12:28"
"KASIKATA_KEIZYOU_KEIRI_CD","貸方_計上_経理_コード","","","X","5","0","","","","fsol07","2011/01/26 17:14:25","fsol07","2011/01/26 17:14:25"
"KASIKATA_SAIMOKU_CD","貸方_細目_コード","","","X","2","0","","","大同薬品工業","fsol20","2009/02/10 09:53:20","fsol20","2009/02/10 09:53:20"
"KASIKATA_SAIMOKU_NM","貸方_細目_名称","","","N","20","0","","","大同薬品工業","fsol20","2009/02/10 09:53:58","fsol20","2009/02/21 11:07:26"
"KASIKATA_SAIMOKU_TAN_NM","貸方_細目_短_名称","","","N","16","0","","","","fsol07","2011/01/25 20:09:53","fsol07","2011/01/25 20:09:53"
"KASIKATA_SIKIN_CD","貸方_資金_コード","","","X","6","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIKATA_TAX_KAMOKU_CD","貸方_消費税_科目_コード","","","X","5","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KASIKATA_TAX_KBN","貸方_消費税_区分","","","X","4","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KBN_1","区分_１","","","X","20","0","","","","fsol10","2008/07/14 20:23:37","fsol10","2008/07/14 20:23:37"
"KBN_2","区分_２","","","X","20","0","","","","fsol10","2008/07/14 20:24:06","fsol10","2008/07/14 20:24:06"
"KBN_3","区分_３","","","X","20","0","","","","fsol07","2011/01/23 15:34:48","fsol07","2011/01/23 15:34:48"
"KBN_CD","区分_コード","","","X","7","0","","","","fsol10","2008/07/16 11:02:59","fsol10","2008/07/16 16:02:06"
"KBN_NM_1","区分_名称_１","","","N","40","0","","","","fsol10","2008/05/10 11:38:02","fsol09","2008/07/15 10:30:04"
"KBN_NM_2","区分_名称_２","","","N","40","0","","","","fsol10","2008/05/10 11:38:23","fsol09","2008/07/15 10:30:14"
"KEIHI_HAIHU_HOUHOU_KBN","経費_配賦_方法_区分","","","X","1","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KEIHI_KOUZA_KBN","経費_口座_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIHI_SUITOU_NIPPOU_SINSEI_NO","経費_出納_日報_申請_番号","","","X","16","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KEIKOUTOU_SURYOU_01","蛍光灯_数量_０１","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_02","蛍光灯_数量_０２","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_03","蛍光灯_数量_０３","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_04","蛍光灯_数量_０４","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_05","蛍光灯_数量_０５","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_06","蛍光灯_数量_０６","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_07","蛍光灯_数量_０７","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_08","蛍光灯_数量_０８","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_09","蛍光灯_数量_０９","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_10","蛍光灯_数量_１０","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_11","蛍光灯_数量_１１","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIKOUTOU_SURYOU_12","蛍光灯_数量_１２","","","9","2","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIRI_BUSYO_CD","経理_部署_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIRI_NIPPOU_BATCH_UPDATE_DT","経理_日報_バッチ_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 19:48:32","fsol10","2011/01/04 19:48:32"
"KEIRI_NIPPOU_ETC_BIKOU","経理_日報_その他_備考","","","N","40","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIRI_NIPPOU_GAMEN_UPDATE_DT","経理_日報_画面_更新_日時","","","X","17","0","","","","fsol10","2011/01/04 19:47:58","fsol10","2011/01/04 19:47:58"
"KEIRI_NIPPOU_KAISYU_SINSEI_NO","経理_日報_回収_申請_番号","","","X","16","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIRI_NIPPOU_KO_MEI_NO","経理_日報_子_明細_番号","","","9","6","0","","","","fsol10","2011/01/04 19:36:10","fsol10","2011/01/04 19:36:10"
"KEIRI_NIPPOU_MEI_NO","経理_日報_明細_番号","","","9","6","0","","","","fsol10","2011/01/04 19:35:27","fsol10","2011/01/04 19:35:27"
"KEIRI_NIPPOU_SINSEI_NO","経理_日報_申請_番号","","","X","16","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIRI_NIPPOU_TABUSYO_BIKOU","経理_日報_他部署_備考","","","N","80","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIRI_NIPPOU_TYOUSEI_BIKOU","経理_日報_調整_備考","","","N","80","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIRI_OUT_KBN","経理_出力_区分","","","X","1","0","","","","fsol10","2011/01/11 21:00:21","fsol10","2011/01/11 21:00:21"
"KEIRI_TANTOU_KBN","経理_担当_区分","","","X","1","0","","","","fsol12","2011/03/17 15:47:59","fsol12","2011/03/17 15:47:59"
"KEIRI_YOU_TOKUSYU_KBN","経理_用_特殊_区分","","","X","1","0","","","","fsol05","2010/10/07 19:23:40","fsol05","2010/10/07 19:23:40"
"KEIYAKU_BI","契約_日","YYYYMMDD","年月日8","X","8","0","","","","sis01","2008/04/25 12:14:24","wt02","2009/10/30 11:45:25"
"KEIYAKU_BUSYO_CD","契約_部署_コード","","","X","5","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIYAKU_END_BI","契約_終了_日","","","X","8","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIYAKU_IN_BI","契約_入力_日","YYYYMMDD","年月日8","X","8","0","","","","lpa01","2008/06/10 18:18:00","wt02","2009/10/30 11:45:44"
"KEIYAKU_IN_BUSYO_CD","契約_入力_部署_コード","BUSYO_CD","部署コード","X","5","0","","","","lpa02","2009/01/23 15:30:48","wt02","2009/10/30 11:46:08"
"KEIYAKU_IN_KBN","契約_入力_区分","","","X","1","0","","","","fsol05","2009/04/14 13:13:03","fsol05","2009/04/14 13:13:03"
"KEIYAKU_KAISYA_CD","契約_会社_コード","","","X","4","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIYAKU_KBN_CD","契約_区分_コード","","","X","3","0","","","","sis01","2008/04/25 12:14:24","fsol07","2008/06/03 13:41:48"
"KEIYAKU_KBN_NM","契約_区分_名称","","","N","20","0","","","","sis01","2008/04/25 12:14:24","fsol07","2008/06/03 13:42:19"
"KEIYAKU_KBN_NO","契約_区分_番号","","","X","2","0","","","","fsol07","2008/06/03 14:01:06","fsol07","2008/06/03 14:09:50"
"KEIYAKU_KIN10","契約_金額10","","","9","10","0","","","","fsol07","2011/01/18 22:13:18","fsol07","2011/01/18 22:13:18"
"KEIYAKU_MAE_SYOUNIN_DAISU","契約_前_承認_台数","","","9","3","0","","","","fsol05","2009/03/19 15:26:17","fsol05","2009/03/19 15:26:17"
"KEIYAKU_SOUHU_KBN","契約_送付_区分","","","X","2","0","","","","lpa01","2008/09/08 18:44:13","lpa01","2008/09/08 18:44:13"
