エンティティ物理名,エンティティ論理名,インデックス物理名,インデックス論理名,インデックスタイプID,エンティティ項目物理名,エンティティ項目論理名,項目順序,登録担当者,登録日付,更新担当者,更新時間
"ZT_KYOUSYUTU_KYOUYO_HED","供出供与データ_ヘッダ","XPKZT_KYOUSYUTU_KYOUYO_HED","XPK供出供与データ_ヘッダ","PK","KYOUSYUTU_DENPYOU_NO","供出_伝票_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:06:51"
"ZT_KYOUSYUTU_KYOUYO_MEI","供出供与データ_明細","PK_ZT_KYOUSYUTU_KYOUYO_MEI","XPK供出供与データ_明細","PK","KYOUSYUTU_DENPYOU_NO","供出_伝票_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:07:03"
"ZT_KYOUSYUTU_KYOUYO_MEI","供出供与データ_明細","PK_ZT_KYOUSYUTU_KYOUYO_MEI","XPK供出供与データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:07:03"
"ZT_KYOUSYUTU_KYOUYO_MEI","供出供与データ_明細","IX_ZT_KYOUSYUTU_KYOUYO_MEI01","IX_ZT_KYOUSYUTU_KYOUYO_MEI01","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:43:06","fsol05","2009/10/30 18:43:06"
"ZT_LOCATION_HENKOU","ロケーション変更データ","IX_ZT_LOCATION_HENKOU01","IX_ZT_LOCATION_HENKOU01","IE","KISETU_KANRI_HYOU_NO","既設_管理_票_番号","1","fsol05","2009/10/30 18:30:49","fsol05","2009/10/30 18:30:49"
"ZT_LOCATION_HENKOU","ロケーション変更データ","PK_ZT_LOCATION_HENKOU","XPKロケーション変更データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:16:44"
"ZT_OBOEGAKI_TENKAI","覚書（自販機展開）データ","XPKZT_OBOEGAKI_TENKAI","XPK覚書（自販機展開）データ","PK","OBOEGAKI_NO","覚書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:17:21"
"ZT_RENTAL_HIKIOTOSI","レンタル引落データ","XPKZT_RENTAL_HIKIOTOSI","XPKレンタル引落データ","PK","HIKIOTOSI_BI","引落_日","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 17:11:23"
"ZT_RENTAL_HIKIOTOSI","レンタル引落データ","XPKZT_RENTAL_HIKIOTOSI","XPKレンタル引落データ","PK","RENTAL_KAIIN_NO","レンタル_会員_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 17:11:23"
"ZT_RENTAL_HIKIOTOSI","レンタル引落データ","XPKZT_RENTAL_HIKIOTOSI","XPKレンタル引落データ","PK","TOK_CD","得意先_コード","3","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 17:11:23"
"ZT_RENTAL_HUNOU_KANRI","レンタル不能管理データ","XPKZT_RENTAL_HUNOU_KANRI","XPKレンタル不能管理データ","PK","HUNOU_HASSEI_BI","不能_発生_日","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:59"
"ZT_RENTAL_HUNOU_KANRI","レンタル不能管理データ","XPKZT_RENTAL_HUNOU_KANRI","XPKレンタル不能管理データ","PK","RENTAL_LEASE_KBN","レンタル_リース_区分","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:59"
"ZT_RENTAL_HUNOU_KANRI","レンタル不能管理データ","XPKZT_RENTAL_HUNOU_KANRI","XPKレンタル不能管理データ","PK","RENTAL_KAIIN_NO","レンタル_会員_番号","3","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:59"
"ZT_RENTAL_HUNOU_KANRI","レンタル不能管理データ","XPKZT_RENTAL_HUNOU_KANRI","XPKレンタル不能管理データ","PK","TOK_CD","得意先_コード","4","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:59"
"ZT_RENTAL_KAIIN_NO","レンタル会員番号登録データ","IX_ZT_RENTAL_KAIIN_NO01","IX_ZT_RENTAL_KAIIN_NO01","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:39:41","fsol05","2009/10/30 18:39:41"
"ZT_RENTAL_KAIIN_NO","レンタル会員番号登録データ","PK_ZT_RENTAL_KAIIN_NO","XPKレンタル会員番号登録データ","PK","KEIYAKUSYO_NO","契約書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:31"
"ZT_RENTAL_KAIIN_NO","レンタル会員番号登録データ","PK_ZT_RENTAL_KAIIN_NO","XPKレンタル会員番号登録データ","PK","ZISYA_NO","自社_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:31"
"ZT_RENTAL_KAIIN_NO","レンタル会員番号登録データ","PK_ZT_RENTAL_KAIIN_NO","XPKレンタル会員番号登録データ","PK","KANRI_HYOU_NO","管理_票_番号","3","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 14:04:31"
"ZT_SEIBI_BUHIN","整備部品データ","XPKZT_SEIBI_BUHIN","XPK整備部品データ","PK","SEIBI_IRAISYO_NO","整備_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:39"
"ZT_SEIBI_BUHIN","整備部品データ","XPKZT_SEIBI_BUHIN","XPK整備部品データ","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:39"
"ZT_SEIBI_HIS","整備履歴データ","XPKZT_SEIBI_HIS","XPK整備履歴データ","PK","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:46:30"
"ZT_SEIBI_HIS","整備履歴データ","XPKZT_SEIBI_HIS","XPK整備履歴データ","PK","SEIBI_IRAISYO_NO","整備_依頼書_番号","2","fsol05","2009/03/31 11:28:30","fsol14","2009/12/11 13:46:30"
"ZT_SEIBI_KANRYOU_PROOF","整備完了プルーフデータ","XPKZT_SEIBI_KANRYOU_PROOF","XPK整備完了プルーフデータ","PK","SYORI_DT","処理_日時","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:58"
"ZT_SEIBI_KANRYOU_PROOF","整備完了プルーフデータ","XPKZT_SEIBI_KANRYOU_PROOF","XPK整備完了プルーフデータ","PK","BUSYO_CD","部署_コード","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:58"
"ZT_SEIBI_KANRYOU_PROOF","整備完了プルーフデータ","XPKZT_SEIBI_KANRYOU_PROOF","XPK整備完了プルーフデータ","PK","SYORI_KBN","処理_区分","3","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:58"
"ZT_SEIBI_KANRYOU_PROOF","整備完了プルーフデータ","XPKZT_SEIBI_KANRYOU_PROOF","XPK整備完了プルーフデータ","PK","SEIBI_IRAISYO_NO","整備_依頼書_番号","4","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:58"
"ZT_SEIBI_SIHA_HED","整備支払データ_ヘッダ","IX_ZT_SEIBI_SIHA_HED01","IX_ZT_SEIBI_SIHA_HED01","IE","BUSYO_CD","部署_コード","1","fsol05","2009/10/26 18:48:30","fsol05","2009/10/26 18:48:30"
"ZT_SEIBI_SIHA_HED","整備支払データ_ヘッダ","IX_ZT_SEIBI_SIHA_HED01","IX_ZT_SEIBI_SIHA_HED01","IE","SIME_YMD","締_年月日","2","fsol05","2009/10/26 18:48:30","fsol05","2009/10/26 18:48:30"
"ZT_SEIBI_SIHA_HED","整備支払データ_ヘッダ","PK_ZT_SEIBI_SIHA_HED","XPK整備支払データ_ヘッダ","PK","SIHA_NO","支払_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:55:36"
"ZT_SEIBI_SIHA_MEI","整備支払データ_明細","PK_ZT_SEIBI_SIHA_MEI","XPK整備支払データ_明細","PK","SIHA_NO","支払_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:55:57"
"ZT_SEIBI_SIHA_MEI","整備支払データ_明細","PK_ZT_SEIBI_SIHA_MEI","XPK整備支払データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:55:57"
"ZT_SEIBI_SIHA_MEI","整備支払データ_明細","IX_ZT_SEIBI_SIHA_MEI01","IX_ZT_SEIBI_SIHA_MEI01","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:06:53","fsol05","2009/10/30 18:06:53"
"ZT_SEIBI_TEHAI","整備手配データ","PK_ZT_SEIBI_TEHAI","XPK整備手配データ","PK","SEIBI_IRAISYO_NO","整備_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:45:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI01","IX_ZT_SEIBI_TEHAI01","IE","TEHAI_KANRI_BUSYO_CD","手配_管理_部署_コード","1","fsol05","2009/08/21 21:02:01","fsol05","2009/08/21 21:02:01"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI02","IX_ZT_SEIBI_TEHAI02","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/08/21 21:03:08","fsol05","2009/10/23 22:24:48"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI03","IX_ZT_SEIBI_TEHAI03","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/10/23 22:26:10","fsol05","2009/10/26 10:32:11"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI03","IX_ZT_SEIBI_TEHAI03","IE","TC_SIHA_HAKKOU_KBN","ＴＣ_支払_発行_区分","2","fsol05","2009/10/23 22:26:10","fsol05","2009/10/26 10:32:11"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI03","IX_ZT_SEIBI_TEHAI03","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/23 22:26:10","fsol05","2009/10/26 10:32:11"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI03","IX_ZT_SEIBI_TEHAI03","IE","TC_SAGYOU_KAISYA_CD","ＴＣ_作業_会社_コード","4","fsol05","2009/10/23 22:26:10","fsol05","2009/10/26 10:32:11"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI03","IX_ZT_SEIBI_TEHAI03","IE","KANRYOU_BI","完了_日","5","fsol05","2009/11/16 20:14:43","fsol05","2009/11/16 20:14:43"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/10/26 10:50:22","fsol05","2009/10/26 10:50:22"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","TC_SEIKYU_HAKKOU_KBN","ＴＣ_請求_発行_区分","2","fsol05","2009/10/26 10:50:22","fsol05","2009/10/26 10:50:22"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 10:50:22","fsol05","2009/10/26 10:50:22"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 10:50:22","fsol05","2009/10/26 10:50:22"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","TC_SEIKYU_SAKI_CD","ＴＣ_請求_先_コード","5","fsol05","2009/10/26 10:50:22","fsol05","2009/10/26 10:50:22"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI04","IX_ZT_SEIBI_TEHAI04","IE","KANRYOU_BI","完了_日","6","fsol05","2009/11/16 20:14:58","fsol05","2009/11/16 20:14:58"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI05","IX_ZT_SEIBI_TEHAI05","IE","HUTAN_BUSYO_CD","負担_部署_コード","1","fsol05","2009/10/26 18:11:17","fsol05","2009/10/26 18:11:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI05","IX_ZT_SEIBI_TEHAI05","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 18:11:17","fsol05","2009/10/26 18:11:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI05","IX_ZT_SEIBI_TEHAI05","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 18:11:17","fsol05","2009/10/26 18:11:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI05","IX_ZT_SEIBI_TEHAI05","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 18:11:17","fsol05","2009/10/26 18:11:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI05","IX_ZT_SEIBI_TEHAI05","IE","KANRYOU_BI","完了_日","5","fsol05","2009/10/26 18:11:17","fsol05","2009/10/26 18:11:17"
"ZT_SEIBI_TEHAI","整備手配データ","IX_ZT_SEIBI_TEHAI06","IX_ZT_SEIBI_TEHAI06","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:08:05","fsol05","2009/10/30 18:08:05"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","PK_ZT_SETTI_HONTAI_MEI","XPK設置本体明細データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:16:12"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI01","IX_ZT_SETTI_HONTAI_MEI01","IE","HUTAN_BUSYO_CD","負担_部署_コード","1","fsol05","2009/10/26 17:15:49","fsol05","2009/10/26 17:15:49"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI01","IX_ZT_SETTI_HONTAI_MEI01","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:15:49","fsol05","2009/10/26 17:15:49"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI01","IX_ZT_SETTI_HONTAI_MEI01","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 17:15:49","fsol05","2009/10/26 17:15:49"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI01","IX_ZT_SETTI_HONTAI_MEI01","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 17:15:49","fsol05","2009/10/26 17:15:49"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI02","IX_ZT_SETTI_HONTAI_MEI02","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/10/26 17:16:44","fsol05","2009/10/26 17:16:44"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI02","IX_ZT_SETTI_HONTAI_MEI02","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:16:44","fsol05","2009/10/26 17:16:44"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI02","IX_ZT_SETTI_HONTAI_MEI02","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 17:16:44","fsol05","2009/10/26 17:16:44"
"ZT_SETTI_HONTAI_MEI","設置本体明細データ","IX_ZT_SETTI_HONTAI_MEI02","IX_ZT_SETTI_HONTAI_MEI02","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 17:16:44","fsol05","2009/10/26 17:16:44"
"ZT_SETTI_KANRYOU_PROOF","設置完了プルーフデータ","XPKZT_SETTI_KANRYOU_PROOF","XPK設置完了プルーフデータ","PK","SYORI_DT","処理_日時","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:41"
"ZT_SETTI_KANRYOU_PROOF","設置完了プルーフデータ","XPKZT_SETTI_KANRYOU_PROOF","XPK設置完了プルーフデータ","PK","BUSYO_CD","部署_コード","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:41"
"ZT_SETTI_KANRYOU_PROOF","設置完了プルーフデータ","XPKZT_SETTI_KANRYOU_PROOF","XPK設置完了プルーフデータ","PK","SYORI_KBN","処理_区分","3","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:41"
"ZT_SETTI_KANRYOU_PROOF","設置完了プルーフデータ","XPKZT_SETTI_KANRYOU_PROOF","XPK設置完了プルーフデータ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","4","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:41"
"ZT_SETTI_KANRYOU_PROOF","設置完了プルーフデータ","XPKZT_SETTI_KANRYOU_PROOF","XPK設置完了プルーフデータ","PK","MEI_NO","明細_番号","5","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:15:41"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","PK_ZT_SETTI_KOUZI_MEI","XPK設置工事明細データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:16:21"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","PK_ZT_SETTI_KOUZI_MEI","XPK設置工事明細データ","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:16:21"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI01","IX_ZT_SETTI_KOUZI_MEI01","IE","SAGYOU_GYOUSYA_CD","作業_業者_コード","1","fsol05","2009/10/23 19:47:03","fsol05","2009/10/26 10:31:23"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI01","IX_ZT_SETTI_KOUZI_MEI01","IE","TC_SIHA_HAKKOU_KBN","ＴＣ_支払_発行_区分","2","fsol05","2009/10/23 22:27:03","fsol05","2009/10/26 10:31:23"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI01","IX_ZT_SETTI_KOUZI_MEI01","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/23 22:27:03","fsol05","2009/10/26 10:31:23"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI01","IX_ZT_SETTI_KOUZI_MEI01","IE","TC_SAGYOU_KAISYA_CD","ＴＣ_作業_会社_コード","4","fsol05","2009/10/23 21:46:36","fsol05","2009/10/26 10:31:23"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI01","IX_ZT_SETTI_KOUZI_MEI01","IE","KANRYOU_BI","完了_日","5","fsol05","2009/11/16 20:12:15","fsol05","2009/11/16 20:12:15"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","SAGYOU_GYOUSYA_CD","作業_業者_コード","1","fsol05","2009/10/26 10:52:52","fsol05","2009/10/26 10:52:52"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","TC_SEIKYU_HAKKOU_KBN","ＴＣ_請求_発行_区分","2","fsol05","2009/10/26 10:52:52","fsol05","2009/10/26 10:52:52"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 10:52:52","fsol05","2009/10/26 10:52:52"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 10:52:52","fsol05","2009/10/26 10:52:52"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","TC_SEIKYU_SAKI_CD","ＴＣ_請求_先_コード","5","fsol05","2009/10/26 10:52:52","fsol05","2009/10/26 10:52:52"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI02","IX_ZT_SETTI_KOUZI_MEI02","IE","KANRYOU_BI","完了_日","6","fsol05","2009/11/16 20:12:26","fsol05","2009/11/16 20:12:26"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI03","IX_ZT_SETTI_KOUZI_MEI03","IE","HUTAN_BUSYO_CD","負担_部署_コード","1","fsol05","2009/10/26 17:34:50","fsol05","2009/10/26 17:34:50"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI03","IX_ZT_SETTI_KOUZI_MEI03","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:34:50","fsol05","2009/10/26 17:34:50"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI03","IX_ZT_SETTI_KOUZI_MEI03","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 17:34:50","fsol05","2009/10/26 17:34:50"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI03","IX_ZT_SETTI_KOUZI_MEI03","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 17:34:50","fsol05","2009/10/26 17:34:50"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI03","IX_ZT_SETTI_KOUZI_MEI03","IE","KANRYOU_BI","完了_日","5","fsol05","2009/10/26 17:34:50","fsol05","2009/10/26 17:34:50"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI04","IX_ZT_SETTI_KOUZI_MEI04","IE","TEHAI_GYOUSYA_CD","手配_業者_コード","1","fsol05","2009/10/26 17:35:59","fsol05","2009/10/26 17:35:59"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI04","IX_ZT_SETTI_KOUZI_MEI04","IE","SIHA_SIME_KBN","支払_締_区分","2","fsol05","2009/10/26 17:35:59","fsol05","2009/10/26 17:35:59"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI04","IX_ZT_SETTI_KOUZI_MEI04","IE","KANRYOU_KAKUNIN_KBN","完了_確認_区分","3","fsol05","2009/10/26 17:35:59","fsol05","2009/10/26 17:35:59"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI04","IX_ZT_SETTI_KOUZI_MEI04","IE","HUTAN_KBN","負担_区分","4","fsol05","2009/10/26 17:35:59","fsol05","2009/10/26 17:35:59"
"ZT_SETTI_KOUZI_MEI","設置工事明細データ","IX_ZT_SETTI_KOUZI_MEI04","IX_ZT_SETTI_KOUZI_MEI04","IE","KANRYOU_BI","完了_日","5","fsol05","2009/10/26 17:35:59","fsol05","2009/10/26 17:35:59"
"ZT_SETTI_SIHA_HED","設置支払データ_ヘッダ","PK_ZT_SETTI_SIHA_HED","XPK設置支払データ_ヘッダ","PK","SIHA_NO","支払_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:46:58"
"ZT_SETTI_SIHA_HED","設置支払データ_ヘッダ","IX_ZT_SETTI_SIHA_HED01","IX_ZT_SETTI_SIHA_HED01","IE","BUSYO_CD","部署_コード","1","fsol05","2009/10/26 18:49:13","fsol05","2009/10/26 18:49:13"
"ZT_SETTI_SIHA_HED","設置支払データ_ヘッダ","IX_ZT_SETTI_SIHA_HED01","IX_ZT_SETTI_SIHA_HED01","IE","SIME_YMD","締_年月日","2","fsol05","2009/10/26 18:49:13","fsol05","2009/10/26 18:49:13"
"ZT_SETTI_SIHA_MEI","設置支払データ_明細","IX_ZT_SETTI_SIHA_MEI01","IX_ZT_SETTI_SIHA_MEI01","IE","KANRI_HYOU_NO","管理_票_番号","1","fsol05","2009/10/30 18:15:18","fsol05","2009/10/30 18:15:18"
"ZT_SETTI_SIHA_MEI","設置支払データ_明細","PK_ZT_SETTI_SIHA_MEI","XPK設置支払データ_明細","PK","SIHA_NO","支払_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:47:20"
"ZT_SETTI_SIHA_MEI","設置支払データ_明細","PK_ZT_SETTI_SIHA_MEI","XPK設置支払データ_明細","PK","MEI_NO","明細_番号","2","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:47:20"
"ZT_SETTI_TEHAI","設置手配データ","PK_ZT_SETTI_TEHAI","XPK設置手配データ","PK","SETTI_IRAISYO_NO","設置_依頼書_番号","1","fsol05","2009/03/19 15:34:30","fsol14","2009/12/11 13:16:29"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI01","IX_ZT_SETTI_TEHAI01","IE","KANRYOU_SYURI_IRAISYO_NO","完了_修理_依頼書_番号","1","fsol05","2009/06/12 20:53:10","fsol05","2009/06/12 20:53:10"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI02","IX_ZT_SETTI_TEHAI02","IE","TEHAI_KANRI_BUSYO_CD","手配_管理_部署_コード","1","fsol05","2009/08/21 21:03:56","fsol05","2009/08/21 21:03:56"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI03","IX_ZT_SETTI_TEHAI03","IE","SAGYOU_GYOUSYA_CD","作業_業者_コード","1","fsol05","2009/08/21 21:04:47","fsol05","2009/08/21 21:04:47"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI04","IX_ZT_SETTI_TEHAI04","IE","TOK_CD","得意先_コード","1","fsol05","2009/10/21 18:13:11","fsol05","2009/10/21 18:13:11"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI05","IX_ZT_SETTI_TEHAI05","IE","TEHAI_KANRI_HYOU_NO","手配_管理_票_番号","1","fsol05","2009/10/30 18:16:35","fsol05","2009/10/30 18:16:35"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI06","IX_ZT_SETTI_TEHAI06","IE","SETTI_KANRI_HYOU_NO","設置_管理_票_番号","1","fsol05","2009/10/30 18:17:08","fsol05","2009/10/30 18:17:08"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI07","IX_ZT_SETTI_TEHAI07","IE","HIKIAGE_KANRI_HYOU_NO","引上_管理_票_番号","1","fsol05","2009/10/30 18:17:31","fsol05","2009/10/30 18:17:31"
"ZT_SETTI_TEHAI","設置手配データ","IX_ZT_SETTI_TEHAI08","IX_ZT_SETTI_TEHAI08","IE","LOCATION_CD","ロケーション_コード","1","fsol05","2009/11/16 22:46:52","fsol05","2009/11/16 22:46:52"
