コードID,項目順序,表示幅,項目名,キー値順序,名称値順序,検索順序,検索タイプ,ソート順序,開始キー,コントロールID,コントロール名,属性ID,コンディションID,コンディション名,フォーマットID,IMEモードID,IMEモード名,作成者ID,作成日付,更新者ID,更新日付
"設置手配コードビュー01","20","70","設置_依頼書_番号_入力","1","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:37:42","fsol14","2009/09/25 14:36:11"
"設置手配コードビュー01","21","20","サブ_システム_ＩＤ","0","0","0","0","0","","","","","","","00","0","","fsol05","2009/05/21 21:41:35","fsol14","2009/09/25 14:36:11"
"設置手配コードビュー01","22","50","作業_業者_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/06/10 11:56:48","fsol14","2009/09/25 14:36:11"
"支払先コードビュー01","1","80","支払先コード","1","1","6","1","1","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","2","200","支払先名","0","2","1","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","3","0","支払先名略","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","4","0","支払先名カナ","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","5","0","代表者名","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","6","0","電話番号","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","7","0","ＦＡＸ番号","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","8","0","郵便番号","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","9","0","地区コード","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","10","0","住所１","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","11","0","住所２","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","12","0","住所３","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","13","50","締日","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","14","50","支払月","0","4","0","0","0","","","","","","","12","0","","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","15","50","支払日","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","16","0","銀行コード","0","0","7","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","17","200","銀行名","0","6","2","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","18","0","銀行支店コード","0","0","8","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","19","200","支店名","0","7","3","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","20","0","口座種別","0","0","4","20","0","","CMB","コンボボックス","SB1","COD_KOUZA_SYUBETU_KBN01","口座種別区分01","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","21","80","口座種別","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","22","80","口座番号","0","9","5","1","0","","TXT","テキストボックス","SG","","","00","2","オフ","fsol14","2009/04/20 10:46:48","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","23","0","口座名義人","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","24","0","支払_用途_区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"支払先コードビュー01","25","0","振込_指定_用紙_区分","0","0","0","0","0","","","","","","","00","0","","lpa00","2011/03/22 16:24:53","lpa00","2011/04/05 11:49:13"
"自販機契約書送付票コードビュー01","1","90","順序_番号","0","0","0","0","0","","","","","","","12","0","","lpa00","2008/12/16 14:27:47","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","2","0","契約書No","0","0","3","3","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","3","90","送付票No","1","3","0","0","4","","","","","","","00","0","","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","4","0","管理票No","0","0","2","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","5","70","出力No","0","0","0","0","1","","","","","","","00","0","","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","6","90","部署コード","0","1","6","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","7","150","部署名","0","2","7","3","0","","TXT","テキストボックス","SN5","","","00","1","オン","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","8","0","得意先コード","0","0","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","lpa01","2008/09/10 11:49:45","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","9","20","契約送付区分","0","0","4","20","0","","CMB","コンボボックス","SN5","COD_KEIYAKU_SOUHU_KBN01","契約送付区分01","00","0","","base22","2009/08/13 10:38:52","lpa00","2010/03/15 09:28:28"
"自販機契約書送付票コードビュー01","10","80","送付日","0","4","5","15","3","","TXT","テキストボックス","D","","","52","2","オフ","lpa01","2008/09/12 13:56:59","lpa00","2010/03/15 09:28:28"
"仕様項目コードビュー01","1","100","仕様項目No.","1","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 11:46:10","fsol14","2009/09/25 14:22:36"
"仕様項目コードビュー01","2","180","仕様項目名","0","2","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:46:10","fsol14","2009/09/25 14:22:36"
"仕様項目コードビュー01","3","10","","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:46:10","fsol14","2009/09/25 14:22:36"
"仕様項目コードビュー01","4","130","営業所使用区分","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:46:10","fsol14","2009/09/25 14:22:36"
"修理手配コードビュー01","1","80","依頼書No.","0","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","2","60","依頼日","0","2","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","3","55","部署CD","0","3","1","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","4","135","部署名","0","4","2","3","0","","TXT","テキストボックス","SN5","","","00","4","全角ひらがな","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","5","70","得意先CD","0","5","3","1","0","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","6","195","得意先名","0","6","4","3","0","","TXT","テキストボックス","SN5","","","00","4","全角ひらがな","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","7","20","","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","8","110","修理区分","0","7","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","9","70","ﾛｹｰｼｮﾝCD","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","10","255","ロケーション／保管先名","0","9","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","11","70","管理票No.","0","10","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","12","160","機種","0","11","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","13","120","機番","0","12","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","14","10","修理_状況","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","15","50","手配_業者_コード","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","16","10","支払_締_区分","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","17","90","修理_依頼書_番号_入力","1","0","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 13:39:52","fsol05","2010/02/19 17:36:36"
"修理手配コードビュー01","18","20","サブ_システム_ＩＤ","0","0","0","0","0","","","","","","","00","0","","fsol05","2009/05/21 21:45:39","fsol05","2010/02/19 17:36:36"
"TC管理手数料コードビュー01","1","70","業者CD","1","1","1","1","1","","TXT","テキストボックス","SB1","","","00","0","なし","fsol14","2009/04/20 11:08:41","fsol14","2009/09/25 14:26:13"
"TC管理手数料コードビュー01","2","270","業者名","0","2","2","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 11:08:41","fsol14","2009/09/25 14:26:13"
"TC管理手数料コードビュー01","3","110","作業会社CD","2","3","3","1","2","","TXT","テキストボックス","SB1","","","00","2","オフ","fsol14","2009/04/20 11:08:41","fsol14","2009/09/25 14:26:13"
"TC管理手数料コードビュー01","4","270","作業会社名","0","4","4","3","0","","TXT","テキストボックス","SN5","","","00","0","なし","fsol14","2009/04/20 11:08:41","fsol14","2009/09/25 14:26:13"
"TC作業会社コードビュー01","1","60","業者CD","0","1","0","0","1","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","2","400","業者_名称","0","0","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","3","80","作業会社CD","1","2","0","0","2","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","4","270","作業会社名","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","5","40","設置","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","6","40","整備","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","7","40","修理","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","8","40","電気","0","7","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","9","40","付帯","0","8","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","10","50","その他","0","9","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー01","11","40","運送","0","10","0","0","0","","","","","","","00","0","","fsol14","2009/05/08 12:00:18","fsol14","2009/09/25 14:17:54"
"TC作業会社コードビュー02","1","60","業者CD","0","1","0","0","1","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
"TC作業会社コードビュー02","2","80","作業会社CD","1","2","0","0","2","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
"TC作業会社コードビュー02","3","270","作業会社名","0","3","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
"TC作業会社コードビュー02","4","40","設置","0","4","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
"TC作業会社コードビュー02","5","40","整備","0","5","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
"TC作業会社コードビュー02","6","40","修理","0","6","0","0","0","","","","","","","00","0","","fsol14","2009/04/20 11:29:04","fsol05","2010/02/02 19:29:27"
